input,intent,botName
My bill overcharged on my bill,Increased Bill,Billing_Dev_UNI_FEB28
The amount of my bill went up and I want to know why,Increased Bill,Billing_Dev_UNI_FEB28
I wanted to find out why my bill went out,Increased Bill,Billing_Dev_UNI_FEB28
I wanna check my bill see why went up,Increased Bill,Billing_Dev_UNI_FEB28
I want to check on my bill why it keeps going up,Increased Bill,Billing_Dev_UNI_FEB28
I want to check on my bill why it went up,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to reassess,Increased Bill,Billing_Dev_UNI_FEB28
I need to check on my bill why it's going up so much,Increased Bill,Billing_Dev_UNI_FEB28
My bill are too high and I would like to cancel my service,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I am going to be canceling,Increased Bill,Billing_Dev_UNI_FEB28
I think I need to cancel my bill is way too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill going up in price I'm looking to cancel,Increased Bill,Billing_Dev_UNI_FEB28
The building the building I have to cancel my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up too much and I wanna cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to talk and change somethings,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to change my service take a lesser,Increased Bill,Billing_Dev_UNI_FEB28
My bill is late and I want to pay it,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I need to cancel or change my,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to delete services,Increased Bill,Billing_Dev_UNI_FEB28
You keep raising my bill is too expensive so I wanna cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I need to change my service,Increased Bill,Billing_Dev_UNI_FEB28
The bill is too much and I am going to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is entirely too high I need to cancel some of that,Increased Bill,Billing_Dev_UNI_FEB28
I'd like to cancel my service the Internet bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill's too high and I'm thinking about canceling,Increased Bill,Billing_Dev_UNI_FEB28
I need to leave spectrum because my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to cancel service,Increased Bill,Billing_Dev_UNI_FEB28
The bill is too high I want to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gone up I want to cancel service,Increased Bill,Billing_Dev_UNI_FEB28
I need to cancel my bill is way too high,Increased Bill,Billing_Dev_UNI_FEB28
I'm going to have to cancel something on my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill is gone too high I need to have a change or cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I wanna talk about canceling my account,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm calling to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to cancel services,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I wanna cancel my subscription,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to change services,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high so I need to cancel,Increased Bill,Billing_Dev_UNI_FEB28
I cannot pay because my bill is too high so I want to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to cancel something,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to make cancellation,Increased Bill,Billing_Dev_UNI_FEB28
My fucking bill is too high and I'd like to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is way too high I want to cancel,Increased Bill,Billing_Dev_UNI_FEB28
The bill is too high and I'm thinking about canceling,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too much money I want to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My package expired I need to change it to lower my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I wanna cancel some of my service,Increased Bill,Billing_Dev_UNI_FEB28
My bill is way too high I'm going to do something else,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to check on the service,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I wanna cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I'm ready to change,Increased Bill,Billing_Dev_UNI_FEB28
My bill is not showing up I need to print my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I want to cancel spectrum,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up and I wanna cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm thinking about canceling,Increased Bill,Billing_Dev_UNI_FEB28
I have lost my bill and need to get another one,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I need to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I am going to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I'm looking to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to correct it,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I need to do some adjusting,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too expensive and we wanna cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'm canceling service,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too large for me I need to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is now too high I need to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is ridiculously high I need to do something about it,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high and I wanna cancel it,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too expensive and I think I'm going to cancel,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high I'd like to cancel service,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up and I need to lower it or cancel it,Increased Bill,Billing_Dev_UNI_FEB28
My bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
My bill has gotten too high and I need to cancel,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about why is my cable bill seem to go every month,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about the bill how much it goes up all the time,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about why my bill is changing all the time,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my how come my bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
I am calling about my phone bill why they're raising it all the time,Increased Bill,Billing_Dev_UNI_FEB28
It's about billing and it's about a letter I got about changes,Increased Bill,Billing_Dev_UNI_FEB28
Calling about my bill and it's true how much it's going up since I've since January,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why it's so high,Increased Bill,Billing_Dev_UNI_FEB28
Because my bill come up that's why I'm calling,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why my bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill how much my bill is,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about the bill how come the money is so much,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my telephone bill why is it high why you raised it,Increased Bill,Billing_Dev_UNI_FEB28
I am calling about my bill why my bill is so high,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why my bill is high,Increased Bill,Billing_Dev_UNI_FEB28
I'm returning a call on the billing what I want do I owe,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill how come it to go up,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about the bill what is this,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill how much is it,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my mobile bill why is this so high,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill what's my balance,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why is it over overdrawn,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why is it so weak,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about why is my bill raised,Increased Bill,Billing_Dev_UNI_FEB28
Disputing the increase on my bill,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about the balance on my bill what do I owe,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why is your raising my bill,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling in reference to my bill is why is it going up,Increased Bill,Billing_Dev_UNI_FEB28
I'm calling about my bill why,Increased Bill,Billing_Dev_UNI_FEB28
My freaking bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill how come it's going up so high,Increased Bill,Billing_Dev_UNI_FEB28
Inquiring about billing changes,Increased Bill,Billing_Dev_UNI_FEB28
My bill how come it's gone up thirteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
What has changed on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Seeing why my bill is one ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
To see why my bill is one thirty two instead of one,Increased Bill,Billing_Dev_UNI_FEB28
The amount of the bill you take something on that's not supposed to be there,Increased Bill,Billing_Dev_UNI_FEB28
This damn bill,Increased Bill,Billing_Dev_UNI_FEB28
This outrageous bill,Increased Bill,Billing_Dev_UNI_FEB28
Mad as hell about my bill,Increased Bill,Billing_Dev_UNI_FEB28
The amount of the bill is different from the amount that shown that I pay with my when I make a payment,Increased Bill,Billing_Dev_UNI_FEB28
Question about a bill I got for fourteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
The bill why is it four dollars and ninety eight cents,Increased Bill,Billing_Dev_UNI_FEB28
This ridiculous bill,Increased Bill,Billing_Dev_UNI_FEB28
This garbage ass bill,Increased Bill,Billing_Dev_UNI_FEB28
Goddamn bill we got,Increased Bill,Billing_Dev_UNI_FEB28
This stupid bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill too much,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is not one hundred and thirty three dollars why is it one hundred and sixty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill the amount that it is not just paid one hundred and forty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is the bill two oh seven ninety one it was one seventy four seventy three,Increased Bill,Billing_Dev_UNI_FEB28
Did I pay my bill my last bill one hundred and fifty one dollars and thirty three cents,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have a bill of four hundred and eighty eight ninety four,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is nineteen ninety nine instead of fourteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty nine ninety nine and not fifty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
How about why did my bill go from fifty four ninety nine fifty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
So how come my bill went from seventy nine ninety nine eighty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill forty nine ninety five I only owe twenty nine ninety five,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty four ninety nine when it should be twenty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty four ninety nine what does it include,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill fifty nine ninety nine when it was thirty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sometimes forty nine ninety eight and then it goes to fifty four ninety eight,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and eighty five six fifty two when it was one forty three sixty six,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill nineteen ninety nine instead of fourteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one oh four ninety nine what it should be ninety nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
The billing why is it fifty nine ninety nine when I only had to pay forty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill to sixty one when it has been two thirty five,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill sixty nine ninety nine when I only signed up for fifty four dollars bill,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting a bill for one oh four ninety eight when it supposed to be seventy something,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill is one forty six and I normally pay one thirty nine,Increased Bill,Billing_Dev_UNI_FEB28
Why am I getting a bill for forty four ninety eight when it should be thirty nine,Increased Bill,Billing_Dev_UNI_FEB28
My bill why why I have this one time charge of thirty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one thirty one it's always been one twenty,Increased Bill,Billing_Dev_UNI_FEB28
My my bill is sixty nine ninety nine why is my bill sixty nine nine,Increased Bill,Billing_Dev_UNI_FEB28
How much the bill is two five two nine two four five,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six nine ninety nine usually four nine forty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two fourteen thirty four it should be two oh three twenty four,Increased Bill,Billing_Dev_UNI_FEB28
Why is the bill nineteen ninety nine what I always the eight fourteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Is this gonna change my bill,Increased Bill,Billing_Dev_UNI_FEB28
But then today it's one eighty six why the change in my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is two hundred and sixty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is one hundred and seventy three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is two hundred and ninety one dollars and two cents,Increased Bill,Billing_Dev_UNI_FEB28
Why I have one hundred and ninety three eighty nine on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Just wondering why my bill keeps not,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why I got a bill,Increased Bill,Billing_Dev_UNI_FEB28
Seeing why my bill too high,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why I'm getting a bill,Increased Bill,Billing_Dev_UNI_FEB28
Wondering why my bill is the same one,Increased Bill,Billing_Dev_UNI_FEB28
Why is there another five dollar charge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is one hundred and fifty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have an extra twenty dollar charge on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an adjustment for six dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why am I paying an extra thirty dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an extra five dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why am I charged an extra nineteen ninety nine on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is an extra five dollars added to my bill automatically bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an extra thirty dollars on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why did I get two bills two statements,Increased Bill,Billing_Dev_UNI_FEB28
Find out why there's a forty nine dollar previous unpaid balance when I have bill pay,Increased Bill,Billing_Dev_UNI_FEB28
Need to talk about why her bill went up four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill jump to one thirty eight,Increased Bill,Billing_Dev_UNI_FEB28
Why do I owe five dollars when I paid my bill,Increased Bill,Billing_Dev_UNI_FEB28
My bill the amount of my bill went up why,Increased Bill,Billing_Dev_UNI_FEB28
My October bill why is it sixty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
My upcoming bill why is it twenty dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went from sixty dollars eighty four dollars why,Increased Bill,Billing_Dev_UNI_FEB28
My bill says charges twenty nine dollars why,Increased Bill,Billing_Dev_UNI_FEB28
You raised my bill five dollars why,Increased Bill,Billing_Dev_UNI_FEB28
You just raised by spectrum bill by ten dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is five dollars added on my bill,Increased Bill,Billing_Dev_UNI_FEB28
I'm looking at my present bill and it went up five dollars why why,Increased Bill,Billing_Dev_UNI_FEB28
What was your name number five bill,Increased Bill,Billing_Dev_UNI_FEB28
Checking on my prices on billing is why is it eighty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Question my bill is too high,Increased Bill,Billing_Dev_UNI_FEB28
I would like the thirty dollars off from the bill,Increased Bill,Billing_Dev_UNI_FEB28
I'd like twenty dollars in my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why do I have a five dollar increase on my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why is there an additional fifteen dollars to my bill,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up six dollars and thirteen cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up by seventeen dollars and sixty cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up one dollar and five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my cable bill has gone up six dollars and nine cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went from fifty two dollars and ninety four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill jumped from eighty four dollars to one hundred and nineteen,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill increased from one ninety one to two two two,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up twelve dollars and ninety cents,Increased Bill,Billing_Dev_UNI_FEB28
Why I was billed seventy four dollars and ninety nine cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up twenty three dollars and thirty three cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up eleven dollars and eleven cents more a month,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill changed from forty four dollars to sixty nine,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went from sixty five dollars and ninety something dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill was raised twenty six dollars and seventy seven cents more,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up sixteen dollars and twenty nine cents this month,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up seven dollars and fifty eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up twelve dollars and twenty three cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill was one hundred and some dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill was increased from one fifty five to one eighty two,Increased Bill,Billing_Dev_UNI_FEB28
Why our bill went up six dollars and eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went from one sixty six to one sixty three,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up fifty four dollars and forty two cents,Increased Bill,Billing_Dev_UNI_FEB28
Why the bill went up another four dollars and fifty five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up eleven dollars and eighty cents,Increased Bill,Billing_Dev_UNI_FEB28
Why I had billed six dollars and forty eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill was seven dollars and forty cents more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up to two hundred and seventy dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to two sixteen twenty seven,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up six dollars and seventy four cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up from twenty five to forty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up fourteen dollars and twenty two cents,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eighty nine dollars when you're putting out Internet for forty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill for hundred and seven dollars and I have no channels at all,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill jump to fifty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up to seventy seven dollars from twenty nine,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill went up from one forty three to one sixty five,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill jumped from fifty one dollars to sixty seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from one sixty nine thirty one,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from fifty fifty five to fifty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars more than it normally is taking ten channels for me,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and nine dollars when I am on connectivity program,Increased Bill,Billing_Dev_UNI_FEB28
When did the phone bill go up nineteen ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from one thirty eight to one fifty,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go from fourteen dollars to twenty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from eighteen dollars to forty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill increase from two sixty three to two seventy five,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill increase from two thirty to two forty six,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill increase from one thirty to one fifty,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go go to one eighty instead of one seventy eight,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill jump up twenty eight eighty four,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill one hundred dollars instead of forty nine,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill increased by twenty eight dollars and ninety cents,Increased Bill,Billing_Dev_UNI_FEB28
When did my bill go up to fifty nine ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go from one twenty seven to one fifty seven,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from seven to seventy three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill increase five dollars and twenty two cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up thirty seven dollars and fifty six cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to eighty four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up from fifty nine sixty four,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go from one eighty eight to two sixteen,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up eight dollars and thirty eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up sixteen dollars and seven cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did you raise my bill another eleven dollars and five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up sixteen dollars and fifty nine cents,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill raised eleven dollars and thirty three cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up six dollars and forty cents,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill changed from forty nine dollars to sixty one dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up eleven dollars and four cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my stupid ass bill go up six dollars and five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up seventeen dollars and fifty nine cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up five dollars and twelve cents,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is raised three dollars twenty nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up one dollar and thirty two cents,Increased Bill,Billing_Dev_UNI_FEB28
How come my bill went up sixteen dollars and forty six cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did the bill go up sixteen dollars and twenty eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to two hundred and eighty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go up to two hundred and twenty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go from twenty eight to forty two dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why next months bill is seventy four ninety nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and seventy eight dollars and,Increased Bill,Billing_Dev_UNI_FEB28
Why was my bill seventy eight dollars instead of seventy dollars this month,Increased Bill,Billing_Dev_UNI_FEB28
Why did my bill go from seventy nine ninety nine to eighty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up twenty dollars and ninety seven cents why,Increased Bill,Billing_Dev_UNI_FEB28
My bill is going up fourteen dollars and fifteen cents why,Increased Bill,Billing_Dev_UNI_FEB28
My bill went up another eleven dollars and some cents why,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is eighty some dollars and it was fifty,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred ninety four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill now ninety dollars instead of seventy dollars,Increased Bill,Billing_Dev_UNI_FEB28
My bill just went up seventeen dollars and ninety one cents why,Increased Bill,Billing_Dev_UNI_FEB28
I just got my bill and it increased eleven dollars and five cents why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six dollars and thirty two cents more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred and forty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seven dollars and forty nine,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill four hundred ninety three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill still two hundred and fourteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five hundred and thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and seventy three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred and eighty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why my bill is one hundred and twenty dollars why,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill another six dollars and some cents higher again,Increased Bill,Billing_Dev_UNI_FEB28
Why is my phone bill two hundred and five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and twenty one dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred and fifty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and eighty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred and eighty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill seven hundred and thirty something dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and eighty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred and three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill five hundred and thirty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and thirty eight dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill up six dollars and nineteen cents,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred dollars and ninety cents,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred and thirty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and ninety seven dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill two hundred and fifty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and fifty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill ninety nine dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and fifty dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill four hundred and ninety six dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and twelve dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased eleven dollars and five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why is my spectrum mobile bill one hundred forty five dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and fifty six dollars they're about,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six and sixty four dollars,Increased Bill,Billing_Dev_UNI_FEB28
Spectrum Wi-Fi bill increase,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill six dollars and three cents more,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill one hundred and sixty three dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill hundred and eighteen dollars,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill eleven dollars and five cents more this month,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased eleven dollars and eight cents,Increased Bill,Billing_Dev_UNI_FEB28
Wi-Fi billing increase,Increased Bill,Billing_Dev_UNI_FEB28
Why is my bill increased by eleven dollars and five cents,Increased Bill,Billing_Dev_UNI_FEB28
Why has my bill increased eleven dollars and seven cents,Increased Bill,Billing_Dev_UNI_FEB28
